,homepos,cultposs,hedres,wealth,ictres,joyread,screadcomp,screaddiff,pisadiff,emosups,disclima,teachsup,dirins,stimread,adaptivity,teachint,perfeed,percomp,percoop,attlnact,compete,workmast,gfofail,eudmo,swbp,resilience,mastgoal,discrim,belong,beingbullied,infocar,infojob1,infojob2,escs,privatesch,schltype,stratio,schsize,totat,proatce,proat5ab,proat5am,proat6,clsize,creactiv,edushort,staffshort,stubeha,teachbeha,math,scie,read
7848,-1.595,-1.7576,0.2646,-1.6637,-0.94,-0.1162,0.1222,2.101,1.6524,0.5029,-0.5917,-1.6385,-1.3843,0.0236,2.0073,-0.6894,2.0165,0.202,-0.2119,0.4667,0.1956,-0.1015,-0.9295,0.2621,0.5012,-0.5176,-0.1793,-0.6615,0.6818,-0.7823,0.2796,-0.1473,0.0116,-0.7268,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,478.7780999999998,515.702,453.51030000000014
7849,-0.4161,-0.3907,0.0477,-0.8122,-0.94,0.76,0.1222,0.0755,1.6524,1.0346,-0.4948,-0.2116,-0.118,1.4931,-0.4708,-0.4141,0.2012,0.0866,0.6012,-0.6583,-0.5707,-0.1015,0.4637,0.2621,-0.7871,0.7872,-0.4347,0.1265,-0.7814,-0.7823,0.9151,0.6261,0.0968,-0.5625,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,461.4704,505.0619,465.80964000000006
7850,0.2956,-0.5498,0.0477,0.6412,-0.3419,0.638,1.8839,0.9065,1.6524,-0.6576,-0.0424,0.1274,1.8202,2.0871,-0.5786,0.1744,1.5844,0.6912,0.6012,-0.6583,0.1956,0.5693,-0.687,0.2621,1.2386,-0.0614,0.26663513973269015,3.1825,0.3151,-0.7823,1.0491,1.9988,-1.4728,0.6072,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,541.9669,456.4418,418.26686
7851,2.2044,-0.2788,1.1793,2.9456,3.601,0.8628,-0.4089,-0.0362,1.6524,1.0346,0.3938,0.7015,0.5467,0.5102,-0.5786,0.1744,0.7743,-0.6142,0.6012,-0.6583,-0.2047,-0.1015,0.4637,0.2621,0.6502,-0.4684,0.5761,-0.2021,0.6818,-0.7823,0.8986,1.9988,-1.4728,1.5445,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,552.2875,448.7527,458.6557199999999
7852,0.0891,0.686,-1.0527,0.1326,-0.6068,0.8628,1.8839,1.7046,1.6524,1.0346,0.4922,0.7015,1.8202,0.5102,2.0073,1.8245,-1.6391,-0.6142,1.6762,-0.6583,-0.2047,-0.1015,0.4637,0.2621,0.6502,-0.4684,0.5761,-1.1549,0.6818,-0.7823,1.0104,1.9988,-1.4728,0.3703,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,480.71130000000005,397.4653,391.04244
7853,-0.2755,-0.4553,-1.0752,0.1079,-0.8794,0.0908,-1.0985,-0.0697,1.6524,-0.6576,0.6019,-0.2023,-0.0424,0.5102,2.0073,0.1744,-0.3253,-0.6142,-0.9391,-0.6583,0.1956,-0.1015,0.4637,0.2621,-1.1889,-0.0614,-0.4347,0.8403,-0.4839,-0.7823,1.5272,1.9988,-1.4728,-1.4231,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,533.3171,377.8295,381.67316000000005
7854,-0.2469,0.686,-0.9386,-0.5242,-0.349,0.2493,-0.825,1.0145,-1.272,1.0346,-0.132,-0.7366,-0.0424,-0.4747,-0.9282,0.1744,-0.3792,0.202,-0.5107,0.0083,-0.2047,0.1187,0.8794,0.2621,0.1869,-0.8113,0.26663513973269015,2.1381,-1.0394,-0.7823,0.1231,0.8657,-0.5045,0.8170000000000001,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,538.2955999999998,519.2359000000001,460.58624000000015
7855,-0.6053,0.0082,1.1793,-0.8786,-0.722,0.638,-0.4089,1.2421,1.1904,-0.6576,-2.7124,1.314,1.8202,0.5102,2.0073,0.9276,1.0179,0.6912,0.6012,-0.6583,-0.9792,-0.1015,0.4637,0.2621,-0.5928,-0.0614,0.5761,1.7356,-0.5707,2.07,1.5272,1.9988,-1.4728,-1.0911,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,490.11579999999987,444.49820000000017,384.31676
7856,-0.0588,-0.4233,0.0477,0.0224,0.0895,0.5572,-0.7391,1.2421,1.1904,1.0346,0.871,0.3995,0.2642,-0.5864,-0.36,-0.5905,-0.6555,-0.4045,0.6012,-0.6583,-0.5707,-0.1015,0.4637,-0.1652,1.2386,-1.2865,1.4751,-0.6615,-0.0437,-0.7823,0.1231,0.6261,0.2691,0.6867,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,533.2701000000002,569.3292000000001,480.4395
7857,-0.1402,0.0644,0.0477,0.2502,0.0895,-0.9609,-0.825,0.409,3.0064,1.0346,-0.4091,1.314,0.7198,-0.0686,-0.5819,0.1744,2.0165,0.20237131077967793,1.6762,-0.6583,0.0385,1.0596,1.3423,0.9269,-0.5928,1.217,0.3468,2.3041,0.0268,-0.7823,0.1698,1.9988,-1.4728,-1.6378,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,513.3145999999998,457.1213999999998,436.11886
7858,0.061,-0.2159,1.1793,-0.2253,-0.8016,0.0674,-0.825,0.409,1.6524,1.0346,-0.0424,-0.3971,-0.8804,0.5408,-0.5786,0.1744,-0.3253,-0.2309,-0.9391,-1.1534,0.1956,-0.1015,0.052,0.2621,0.5012,-0.7622,-0.6331,0.5881,-0.0358,-0.7823,1.0404,-0.9778,0.8028,-1.1733,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,521.0508,462.18590000000006,415.93437999999986
7859,-0.0465,0.506,1.1793,-0.4673,-0.6231,-1.7421,-0.5485,0.9065,0.9672,0.2169,-2.7124,1.314,1.8202,-0.3644,2.0073,0.1744,2.0165,1.2186,-0.9391,1.0844,-0.5229,0.6291,0.4637,-0.9827,1.2386,-0.8386,-1.7872,2.3153,-0.2384,-0.7823,-0.68,0.3687,-1.4728,-0.5805,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,470.7733,406.7936,366.32208000000014
7860,-1.6412,-1.7576,-1.3001,-1.3385,-1.7779,0.2694,-1.0985,0.9065,1.1904,-0.6576,0.7843,1.314,1.8202,2.0871,0.1941,1.1908,1.0514,-0.769,1.3256,-0.6583,-0.2047,-0.1015,0.4637,0.2621,1.2386,-1.0974,0.2342,0.5881,-0.3184,-0.7823,0.4475,1.9988,-1.4728,-2.2452,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,640.4995999999999,538.5161999999998,504.11005999999986
7861,-3.2389,-1.7576,-2.4101,-2.7258,-2.9116,0.0127,-0.825,0.409,1.6524,-1.5824,0.5409,0.4394,-0.0424,-2.3003,-0.5786,-0.2934,-0.9181,-0.6142,-0.3987,-0.6583,-0.2047,-1.3692,0.3335,0.2621,0.1869,-0.7997,0.3468,1.3398,-0.4311,-0.7823,-1.9166,-0.6566,1.3792,-2.1289,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,448.5116,445.025,381.44282000000015
7862,-2.2631,-0.6712,-1.0527,-2.5352,-2.3112,0.76,0.8214,0.5371,-0.3034,1.0346,0.5409,0.3485,0.2329,0.5102,-0.1687,0.9888,-0.9181,0.6912,0.6012,-0.6583,-0.5229,-0.1015,0.8207,1.348,0.1038,-0.0614,1.3357,0.5881,-1.0572,-0.7823,-0.3339,0.2662,0.0968,-2.1505,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,479.1156,487.56540000000007,478.7628600000001
7863,-0.4911,-1.0325,0.0477,-0.4696,-0.3918,1.0781,0.6994,-0.0362,0.2705,1.0346,0.8946,1.314,0.5467,1.0383,-1.601,-1.5027,0.2012,-0.769,0.6012,0.0083,-0.5707,0.487,-0.2006,0.2621,0.7301,-0.8277,0.5761,0.5881,-1.1581,-0.7823,0.7014,1.2572,-0.5944,0.7137,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,567.9730000000002,570.6402,493.7669999999998
7864,-0.7051,-0.046,0.2646,-1.0666,-0.94,0.3252,0.1222,1.2421,1.0453,-0.6576,2.0345,1.314,1.8202,-0.62,0.4572,1.8245,0.2012,0.202,-0.2119,-0.6583,0.1956,-0.7233,-0.13,-0.1652,0.1869,-0.5176,-0.4347,-0.6615,-0.445,2.07,-0.1387,1.9988,-1.4728,0.6231,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,574.403,504.2309,466.75395999999984
7865,-1.9465,-1.7576,-1.5971,-1.5595,-1.4787,0.205,-0.7391,0.9065,1.1904,-1.0657,2.0345,1.314,-1.0988,0.7551,1.1853,0.4907,-1.6391,-1.9892,-0.5107,-0.6583,-0.5707,-1.3692,0.1097,0.37172298934106357,-0.5928,-2.1353,-1.0266,-0.6615,-0.9131,0.7294,-0.2179,0.7661,-0.0815,-1.709,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,430.9587,415.8299,371.38582
7866,0.9779,0.3963,1.1793,1.1523,1.2943,0.2641,-1.0985,-0.0697,0.2705,1.0346,-0.0424,1.314,1.8202,0.5102,2.0073,0.1744,0.7743,2.0378,-2.1428,1.0844,2.0054,1.8164,-1.8939,1.7411,1.2386,2.3693,1.8524,3.1825,-0.1769,-0.7823,-1.9166,-0.9778,-1.4728,0.4385,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,426.2856,443.0674,373.03607999999997
7867,-2.6384,-0.6712,-1.7257,-2.3683,-2.5634,-0.0176,-1.3543,1.5715,1.2958,-0.67,0.2108,-0.1512,0.0846,1.5391,-1.0504,0.9276,0.2682,-0.1532,-0.5107,-1.1534,-1.1309,0.5693,-1.2792,-0.569,1.2386,1.217,0.1123,-0.2861,-0.0879,-0.7823,0.3407,1.1698,-0.5045,-1.8897,public,Public,16.196,4049.0,250.0,1.0,0.384,0.6,0.016,41-45 students,3.0,-0.6884,-0.4314,-0.335,-0.1436,502.7051,463.7481,414.13187999999997
7868,-1.9192,-0.4233,-0.8696,-2.1213,-1.7703,0.638,0.1222,0.409,0.2705,-0.07637374166161623,0.7843,1.314,1.8202,2.0871,0.4572,1.8245,2.0165,0.6912,0.6012,-0.6583,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.0614,1.8524,1.7356,-0.445,-0.7823,1.5272,-0.0726,0.7196,-0.9404,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,397.344,327.4357,401.40846
7869,-2.5952,-0.7014,-1.4253,-2.7447,-1.7703,-0.2704,-0.849,0.409,1.6524,-0.6576,-0.2639,1.314,1.0067,-0.0999,-2.2652,0.1744,-0.3253,-0.2309,-0.9391,-0.6661,-0.8279,-1.034,-0.2006,-0.3121,-1.0127,0.0501,-1.0266,0.5881,-1.186,-0.7823,0.2143,0.5497,0.1875,-2.8966,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,382.4807,362.8923,359.57564000000013
7870,-1.5099,-0.4233,-1.3904,-1.3444,-2.1907,-0.2704,-1.0985,0.9065,1.6524,-0.6576,0.7843,-0.3971,-0.5522,0.5102,-0.2644,0.1744,-0.3253,-1.2276,-0.9391,-0.6583,0.1956,-1.071,0.4637,-0.3121,-1.3186,-0.7906,-0.4347,0.5881,-0.8596,1.1625,-0.1383,1.9988,-1.4728,-1.3508,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,323.90420000000006,330.68860000000006,289.4618
7871,-1.95,-0.6712,-1.2263,-1.9593,-1.1562,0.2921,-1.0985,-0.0697,1.6524,1.0346,-0.0424,1.314,1.8202,2.0871,2.0073,0.1744,0.7743,-0.6142,0.6012,-0.6583,0.02714646183621714,1.8164,1.8905,1.7411,-0.5928,-0.0614,1.8524,0.5881,-0.9879,-0.7823,1.0104,1.9988,-0.5045,-2.3663,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,295.231,314.9339,322.22746
7872,-2.0436,-1.7576,-2.653,-1.2283,-1.9751,-0.1075,-2.4403,-1.8876,2.21,-1.9687,-0.2639,1.314,1.8202,-1.6631,-0.2644,-1.725,2.0165,-0.1532,-1.4801,-1.4117,-0.9792,-1.3692,-0.13,-0.569,1.2386,-1.6125,-1.4972,1.2902,-1.4725,0.2907,0.3188,1.1698,-0.5045,-0.9709,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,317.5937,316.7675000000001,325.77776
7873,-1.17,0.0082,-0.1357,-1.7269,-1.2275,-0.2704,0.1222,-0.524,1.6524,1.0346,-0.2225,1.314,1.8202,0.2751,0.1067,0.1744,0.5121,-0.6142,-0.9391,-0.6583,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.0614,-0.4347,-0.0794,-0.4356,-0.7823,2.2501,-0.9778,1.4601,-0.9572,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,407.6257,456.8203,405.64806
7874,-2.7137,-0.3471,-1.956,-3.0627,-2.3112,-0.2704,-1.0985,0.9065,1.6524,1.0346,-0.1836,1.314,1.1049,0.7551,0.8329,0.1744,0.7743,0.6912,-0.9391,-0.6583,0.1956,-0.1015,-0.13,0.8126,0.5012,-0.0614,0.5761,0.5881,0.0342,0.2907,0.4401,1.9988,-1.4728,-2.5823,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,468.6448,471.1877,440.83355999999986
7875,-1.5131,-1.7576,0.031,-1.3896,-1.2471,0.1372,0.1222,1.2421,1.2826,-1.5847,-0.7677,1.314,1.0055,0.2464,0.4572,-0.5905,-0.3253,-0.4686,-0.8357,-1.4024,-0.0591,0.0273,-0.2459,-0.3121,-0.5928,-0.0614,-0.4347,1.1929,-0.9879,1.203,2.2501,0.5109,0.202,-1.2585,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,251.7537,265.51719999999995,247.15954000000005
7876,-1.2576,-0.4233,-0.9386,-1.2699,-1.7005,-0.8317,-0.9323,0.9899,3.0064,1.0346,-0.3697,1.314,1.7032,2.0871,1.323,1.3209,2.0165,-0.114,1.0891,1.0844,-1.0457,1.8164,1.8905,0.8126,0.1869,0.8092,0.3468,1.7356,-0.3606,-0.7823,-0.4581,0.788,0.0116,-0.9624,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,398.9479,426.1113,368.45046
7877,-0.5032,-0.5498,1.1793,-0.6579,0.0595,0.2953,-0.9323,0.9065,3.0064,-0.6576,-0.6495,-0.1512,1.0067,1.4882,2.0073,0.8874,2.0165,1.0326,1.206,-2.5375,2.0054,1.1448,1.0671,1.1963,-0.5928,1.1268,1.8524,2.207,-1.0061,0.8233,-0.116,-0.9778,0.7303,-1.933,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,297.2123,337.2515,283.05567999999994
7878,-0.6475,-0.046,1.1793,-0.9635,-0.6231,0.0674,-0.5485,1.3451,1.1904,-1.1847,0.8946,1.314,1.8202,0.1494,0.1915,0.1744,0.0728,0.0866,-0.3047,-1.1534,0.7871,1.8164,0.4637,0.5454,0.7301,-0.0614,0.5761,0.3239,-0.445,0.2308,0.724,-0.9778,1.4601,-1.7079,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,474.7631000000002,447.50729999999993,428.02553999999986
7879,-0.9129,-1.0325,-1.3001,-0.4676,-1.4171,0.3252,0.1222,1.2421,1.6524,-0.6576,-0.0424,0.6259,1.8202,2.0871,2.0073,0.1744,2.0165,-0.6142,-0.9391,-0.6583,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.0614,0.5761,1.7356,-0.9879,1.1625,0.6089,1.6565,-0.6044,-0.82,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,359.2121,414.6256,368.99154
7880,-1.1012,-0.5498,-1.2862,-0.9098,-1.2275,0.1372,-1.3776,-1.8876,1.6524,-0.6576,-0.0424,-0.2126,1.8202,0.5102,-0.5786,0.1744,0.7743,-0.6142,1.6762,-0.6583,0.1956,-0.1015,0.4637,0.2621,-0.5928,-0.0614,-0.4347,1.7356,-0.6659,1.1625,0.676,-0.9778,1.4601,-0.5829,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,356.2907,337.7078,290.49502
7881,-2.0933,-0.6712,-1.3311,-1.8341,-2.4196,1.2316,-2.4403,-1.8876,0.2705,-0.6576,0.8946,1.314,1.8202,0.5102,-1.4537,1.8245,-1.6391,-0.6142,-0.9391,1.0844,2.0054,1.8164,0.4637,0.2621,-1.0127,-0.0614,1.8524,1.7356,-0.9879,1.1625,-1.9166,1.9988,-1.4728,-2.2083,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,420.5142,353.14580000000007,307.81252
7882,-0.704,0.0083,1.1793,-1.0705,-0.1536,0.6025,0.1222,0.409,1.2958,-0.6576,-0.0424,1.314,1.8202,2.0871,2.0073,0.1744,2.0165,0.6912,0.6012,1.0844,-0.5707,-0.1015,-0.3799,0.2621,1.2386,-0.0614,1.8524,-0.3887,-0.8596,1.7926,0.7014,1.9988,1.4601,-1.5881,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,287.2231,386.3112,293.848
7883,-1.5757,-0.7014,-1.2258,-1.2844,-1.9751,0.0007,-0.5485,0.3787,0.9672,-0.6576,-0.0424,-1.1481,-1.0988,-0.3335,-0.1687,-0.6079,-0.0363,-0.6142,-0.9391,0.0083,-1.3898,-1.1187,-0.13,-0.267,0.5012,-0.0614,-0.8444,0.5881,-0.7579,-0.7823,-0.3049,-0.9778,1.4601,-1.6329,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,350.17559999999986,373.3091,307.55398000000014
7884,-0.6581,0.3321,-0.9649,-0.4107,-1.555,0.4493,0.1222,0.409,1.6524,0.6402,0.4922,1.314,1.8202,-0.62,0.4572,0.9276,-0.7784,0.2865,-0.9391,-0.6583,0.1956,-0.1015,0.4637,0.2621,0.1038,-1.0974,0.5761,-0.2861,-0.3586,-0.7823,0.6864,-0.9778,1.4601,0.5302,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,387.0862,432.7318,409.61929999999984
7885,-0.762,-0.046,-0.1357,-0.9311,-0.8794,0.0841,0.6994,0.9065,1.6524,0.5029,-0.4773,1.314,1.8202,2.0871,2.0073,1.8245,0.8654,1.1085,0.9995,0.443,0.1956,1.0596,0.4637,0.9759,0.5012,0.3858,0.5761,1.1929,-0.1843,0.2907,-0.1146,0.2662,-0.0509,-1.1493,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,401.9458,409.0489,368.21752000000004
7886,-1.5236,-0.4233,-1.3001,-1.3401,-1.9827,-0.1542,-0.4089,0.9065,1.6524,-0.6576,-0.0424,1.314,1.0067,0.5441,-0.5786,0.1744,-0.3253,-0.6142,-0.5358,-0.6583,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.4684,0.5761,-0.6615,-0.5707,0.8233,-1.9166,1.9988,-1.4728,-2.8256,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,468.2646,486.8328,453.45098
7887,-1.4443,-0.4233,-1.0752,-1.5838,-1.2275,-0.5581,-0.5196,-1.0064,0.8232,1.0346,-0.3697,1.314,1.8202,2.0871,2.0073,1.8245,2.0165,2.0378,0.6012,1.0844,0.1956,-0.1015,0.4637,0.2621,-0.5928,-0.0614,-1.3162,1.7356,-0.9879,-0.7823,0.7014,1.9988,-1.4728,-1.5773,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,429.7712,452.94490000000013,418.35566
7888,-1.746,-0.4233,-1.6145,-1.4939,-1.8141,0.205,0.8214,-0.1483,1.6524,-1.06,-0.0424,1.314,1.8202,1.0419,1.1813,1.8245,0.7743,-1.2996,1.206,0.443,-0.4112,-0.1015,0.4637,0.2621,-1.3186,-0.0497,-0.4347,-1.1549,0.6818,-0.7823,-0.2182,0.5109,1.4601,-2.4388,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,330.9906,362.8748,362.96318
7889,-1.8451,-0.046,-2.049,-1.723,-1.7779,0.1372,0.1222,1.2421,1.6524,-0.6576,0.4608,0.481,0.1814,-0.62,0.5464,0.1744,0.1707,-0.6142,-0.9391,-0.6583,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.0614,0.5761,1.7356,-0.9879,1.4185,1.3235,-0.0535,-0.1744,-2.6956,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,395.5995,394.758,351.36348
7890,-3.1409,-1.7576,-4.4106,-2.2859,-2.1907,-0.1628,0.1222,0.3787,1.6524,-0.6576,-0.0424,1.314,1.8202,0.5102,-0.5786,0.1744,-0.3253,0.0866,0.6012,-0.6583,0.1956,-0.1015,-0.687,0.37172298934106357,0.1869,-0.0614,0.5761,1.7356,-0.9879,-0.7823,-0.634,1.9988,1.4601,-1.8931,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,359.569,381.6593,345.26808000000005
7891,-0.8394,-0.4233,1.1793,-0.9513,-1.2176,-0.0176,0.1222,0.5371,1.6524,-1.3939,-0.0424,1.314,1.8202,-0.6237,0.4572,0.1744,0.7743,0.6912,0.6012,-0.6583,0.1956,-0.7233,0.1097,-0.6723,-0.916,-0.0614,-1.2137,0.5881,-0.5707,1.4454,1.3235,0.194,0.5132,-1.1019,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,349.3815,378.75199999999995,347.61315999999994
7892,-2.4417,-0.6712,-1.8561,-2.2998,-2.1907,0.3252,0.1222,0.8207,0.8232,0.2169,0.0953,1.314,1.8202,0.1526,0.5437,0.1744,-1.256,-0.2309,-0.5358,1.0844,0.1956,1.1448,0.4637,0.2621,0.6502,-0.4684,0.5761,0.8403,-0.445,-0.7823,1.5272,-0.9778,1.4601,-1.6499,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,373.0468,386.3605,347.70276000000007
7893,-1.4925,-0.046,-1.0527,-1.4615,-2.5634,0.253,0.1222,0.409,1.1904,1.0346,-0.0424,1.314,1.8202,2.0871,0.8329,0.5665,1.5844,-0.2309,0.6012,0.0281,0.2653,1.0596,0.4637,0.2621,1.2386,0.3858,-0.4347,1.7356,-0.8273,1.1625,1.5272,1.9988,-0.3885,-1.5769,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,354.0268,351.1634,330.8945
7894,-1.8752,-1.7576,-2.2417,-1.2618,-1.7005,0.0674,-1.0985,1.2421,1.6524,-0.6576,1.3671,-1.1481,-0.3007,-0.62,-0.5786,-0.4141,-0.3253,-0.6142,-0.9391,-0.6583,-0.2661,-1.3692,-0.687,0.2621,-1.1889,-0.8109,-1.3162,0.5881,-0.9879,1.1625,0.7937,0.194,-0.1744,-1.5066,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,337.0204,334.56,321.65962
7895,-0.7565,-0.1916,-1.6145,-0.3129,-0.6068,0.0127,-1.0985,0.409,0.2705,-0.6576,0.2377,1.314,1.8202,2.0871,2.0073,0.1744,-1.6391,0.6912,0.6012,-0.6583,0.1956,-0.1015,0.4637,-0.1652,0.1038,-0.0614,-0.4347,1.7356,-0.672,-0.7823,1.3235,-0.9778,1.4601,-0.8237,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,363.3075,331.1497,301.33003999999994
7896,-0.6822,-0.1223,-0.5668,-0.649,-1.4171,1.062,0.8214,-0.0697,1.2958,0.2169,-0.0424,0.1694,0.1509,0.0236,0.1941,0.6797,0.2682,-0.6142,-0.9391,1.0844,-0.2047,-0.1015,0.4637,0.2621,0.7301,-1.0586,0.5761,-0.5252,-0.3524,0.2907,1.0104,1.9988,-1.4728,-2.0665,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,358.0481000000001,398.9192000000001,424.52437999999984
7897,-1.6414,0.0083,-1.7257,-1.583,-2.3112,0.3252,0.1222,1.5959,0.9672,-1.2947,-0.1836,-0.4082,0.4854,0.2751,-0.5786,-0.6413,-0.9181,0.2865,-0.4213,-0.6583,-0.5707,-1.071,-0.13,-0.3121,1.2386,-0.8277,-0.094,0.9385,-1.1174,1.8633,0.5235,0.194,0.0876,-1.6606,public,Public,27.1176,461.0,17.0,1.0,0.2941,0.7059,0.0,36-40 students,0.0,1.0283,0.8371,0.8153,0.5642,367.07380000000006,395.7679,349.4085
